id_client,id_group,city,nflag_purchase,time_came
24359923,1,Antwerp,0,4.3.2021
24359141,0,Brussels,0,9.9.2021
24358586,1,Brussels,0,28.01.2025
24357431,0,Antwerp,0,18.09.2025
24357156,0,Ghent,0,10.6.2020
24357226,1,Antwerp,1,9.10.2020
24361715,1,Brussels,0,22.08.2024
24361449,1,Liege,1,20.11.2025
24359355,1,Brussels,0,2.8.2021
24361504,1,Antwerp,1,8.1.2021
24362824,1,Leuven,0,14.09.2024
24359159,1,Liege,0,20.06.2024
24361306,1,Antwerp,0,18.02.2025
24357362,1,Liege,0,19.12.2025
24356907,0,Liege,0,9.8.2021
24357465,0,Brussels,0,23.04.2025
24359321,0,Brussels,0,27.08.2025
24356965,1,Brussels,1,17.05.2024
24358170,0,Antwerp,0,24.10.2024
24359720,0,Antwerp,0,28.02.2025
24360333,0,Antwerp,0,22.10.2024
24360851,0,Liege,0,25.10.2024
24357327,1,Brussels,0,3.11.2020
24357477,1,Antwerp,0,24.06.2025
24360382,0,Brussels,0,16.02.2025
24356998,0,Antwerp,0,27.10.2025
24359229,1,Brussels,0,30.07.2025
24361756,0,Brussels,0,15.07.2025
24357991,0,Antwerp,0,8.10.2021
24361957,0,Brussels,0,27.11.2025
24360047,1,Ghent,0,6.11.2021
24359242,0,Brussels,0,7.9.2020
24361010,0,Brussels,1,14.06.2025
24361150,0,Liege,0,15.12.2025
24361249,0,Brussels,0,21.02.2024
24358853,1,Antwerp,0,20.04.2025
24361666,0,Brussels,0,3.1.2021
24357912,1,Antwerp,0,24.02.2025
24361408,1,Brussels,1,11.11.2021
24361851,1,Antwerp,0,8.5.2020
24361918,0,Liege,0,16.05.2024
24362752,0,Leuven,1,23.03.2024
24356905,1,Brussels,1,27.10.2025
24357645,1,Antwerp,0,27.05.2025
24361165,0,Brussels,0,11.6.2021
24356832,1,Ghent,0,7.12.2020
24362291,1,Liege,0,14.03.2024
24359700,0,Brussels,0,22.05.2025
24357180,1,Antwerp,1,19.07.2025
24361554,0,Brussels,0,31.07.2025
24359730,1,Brussels,1,10.6.2021
24358791,1,Brussels,0,16.05.2025
24356826,0,Antwerp,1,24.08.2025
24359264,0,Brussels,0,22.06.2025
24359981,1,Brussels,0,12.4.2021
24358773,1,Ghent,1,14.10.2024
24358042,1,Antwerp,0,13.03.2024
24362979,1,Leuven,1,20.07.2025
24361842,1,Liege,0,22.05.2025
24360367,1,Brussels,1,19.11.2024
24362374,1,Liege,1,10.5.2021
24359116,1,Antwerp,1,27.07.2025
24360704,0,Brussels,0,21.08.2025
24357793,1,Antwerp,0,29.04.2025
24362119,0,Brussels,0,24.05.2025
24357830,0,Ghent,0,13.10.2025
24362095,0,Liege,0,18.04.2025
24358304,0,Ghent,0,2.5.2020
24362175,1,Ghent,1,12.9.2021
24362561,1,Antwerp,1,6.2.2021
24356895,1,Brussels,1,20.08.2025
24358804,0,Liege,1,27.04.2024
24357087,1,Ghent,0,22.02.2025
24361355,1,Antwerp,0,19.12.2024
24361031,1,Antwerp,0,5.11.2020
24362124,0,Antwerp,0,18.07.2025
24361929,1,Liege,0,25.12.2024
24362960,1,Leuven,1,6.6.2021
24357722,0,Antwerp,1,31.05.2025
24362059,1,Brussels,1,6.6.2020
24360720,1,Antwerp,1,13.09.2024
24358037,1,Antwerp,0,20.07.2025
24363062,0,Leuven,1,17.04.2025
24360972,1,Brussels,0,8.9.2021
24362697,0,Antwerp,0,21.03.2025
24359842,1,Antwerp,0,20.10.2025
24357274,1,Antwerp,0,12.8.2021
24357951,1,Liege,1,23.08.2025
24361940,0,Brussels,0,24.09.2025
24362568,0,Brussels,0,21.03.2025
24358674,1,Ghent,0,24.11.2025
24363073,1,Leuven,0,27.12.2025
24360189,0,Brussels,1,27.09.2024
24358589,1,Antwerp,0,4.11.2020
24361849,0,Brussels,0,25.02.2025
24357473,1,Brussels,0,5.4.2021
24359689,0,Ghent,0,6.11.2021
24357030,1,Brussels,1,10.11.2020
24362209,1,Antwerp,0,27.12.2025
24359744,1,Antwerp,0,14.04.2025
24358952,1,Brussels,0,25.08.2024
24358651,0,Brussels,0,1.1.2021
24358221,1,Brussels,0,12.9.2021
24357001,0,Brussels,1,17.09.2025
24357003,0,Brussels,0,10.11.2021
24362665,1,Ghent,0,7.12.2021
24362504,1,Liege,1,11.3.2020
24357634,1,Antwerp,0,5.12.2020
24362851,1,Leuven,0,18.10.2024
24359631,1,Ghent,0,4.6.2021
24360379,0,Antwerp,0,25.02.2025
24358668,1,Liege,0,30.01.2025
24362040,1,Brussels,0,25.02.2025
24361873,1,Antwerp,0,26.07.2025
24360951,0,Liege,0,8.10.2020
24357705,0,Ghent,0,6.6.2021
24356960,1,Ghent,0,3.7.2021
24358241,0,Antwerp,0,4.3.2020
24361545,0,Ghent,0,17.03.2025
24361829,0,Brussels,1,30.11.2025
24359202,1,Antwerp,0,2.2.2021
24362406,1,Antwerp,1,23.07.2024
24359254,1,Ghent,0,10.11.2021
24358712,1,Liege,0,27.03.2024
24362057,1,Brussels,1,6.6.2020
24358019,0,Antwerp,0,26.02.2024
24361528,0,Ghent,0,27.01.2024
24362359,1,Ghent,0,1.3.2021
24360331,1,Brussels,0,17.04.2025
24362206,0,Ghent,0,10.10.2021
24357250,0,Ghent,0,26.07.2025
24362833,0,Leuven,0,1.9.2020
24356924,0,Antwerp,1,20.08.2024
24359674,1,Liege,1,5.5.2021
24360386,1,Liege,1,2.10.2021
24357658,1,Brussels,1,6.9.2021
24361750,1,Brussels,0,3.11.2021
24359085,1,Antwerp,0,7.11.2021
24359513,0,Antwerp,0,21.05.2025
24357859,0,Ghent,0,9.10.2020
24358095,0,Brussels,1,24.04.2024
24359421,1,Antwerp,0,25.10.2025
24359257,0,Ghent,0,26.07.2025
24357270,0,Brussels,1,18.12.2025
24360374,0,Liege,1,8.5.2021
24359805,0,Brussels,0,31.05.2025
24362859,0,Leuven,1,18.10.2024
24357543,0,Antwerp,0,1.4.2021
24359755,0,Brussels,0,22.09.2024
24357880,1,Brussels,0,21.11.2025
24360747,1,Antwerp,1,9.3.2020
24358060,0,Ghent,1,14.11.2025
24358204,1,Antwerp,0,8.2.2020
24357627,1,Ghent,0,28.09.2025
24362529,0,Ghent,0,18.01.2025
24361869,0,Brussels,0,7.5.2020
24362879,0,Leuven,0,15.11.2024
24361357,0,Ghent,0,1.7.2020
24358332,0,Antwerp,0,10.9.2021
24357943,0,Brussels,0,27.09.2024
24361416,0,Brussels,0,4.8.2021
24359524,1,Liege,0,7.5.2020
24357682,0,Liege,1,13.04.2025
24362714,0,Leuven,0,27.07.2024
24362790,1,Leuven,0,8.8.2020
24362047,0,Brussels,0,24.11.2025
24357249,0,Liege,0,21.09.2025
24360259,1,Antwerp,0,1.12.2020
24360024,1,Brussels,1,2.7.2021
24361195,0,Antwerp,0,12.3.2021
24359997,1,Brussels,1,19.01.2025
24360116,0,Antwerp,1,27.05.2024
24362333,0,Brussels,0,4.4.2021
24361019,1,Antwerp,0,18.11.2025
24361712,0,Liege,1,1.2.2020
24358490,0,Liege,0,21.05.2024
24359515,1,Ghent,0,29.08.2025
24361226,0,Liege,0,20.12.2024
24358796,1,Brussels,0,19.08.2025
24359945,1,Antwerp,1,4.5.2020
24359291,0,Brussels,0,21.04.2025
24359662,1,Brussels,0,9.3.2020
24357828,1,Liege,0,24.06.2024
24360210,1,Brussels,1,20.02.2024
24361029,0,Brussels,0,28.06.2024
24356878,1,Antwerp,0,30.09.2024
24362423,0,Antwerp,0,28.02.2025
24357709,1,Antwerp,0,11.12.2020
24357915,1,Brussels,0,28.12.2025
24362193,1,Antwerp,1,15.01.2025
24362167,1,Antwerp,0,4.11.2021
24359611,0,Ghent,0,6.1.2021
24358063,1,Liege,0,3.3.2020
24361231,1,Liege,0,13.07.2024
24362117,0,Brussels,0,25.11.2025
24357648,0,Brussels,0,9.7.2021
24360232,0,Antwerp,0,23.02.2025
24360282,0,Brussels,0,19.03.2024
24361479,1,Antwerp,1,18.11.2025
24356783,1,Brussels,1,15.05.2025
24356843,1,Ghent,0,15.05.2025
24360476,0,Brussels,0,15.12.2025
24357386,1,Antwerp,1,29.05.2025
24357516,1,Antwerp,1,9.11.2021
24362938,1,Leuven,1,3.6.2021
24361749,0,Brussels,0,9.1.2021
24360588,1,Liege,1,11.10.2020
24362018,0,Ghent,0,31.01.2025
24360549,1,Ghent,0,11.12.2021
24357730,0,Liege,1,4.12.2020
24362104,1,Antwerp,0,15.05.2025
24362409,0,Antwerp,0,9.6.2021
24358977,0,Brussels,0,29.12.2025
24360358,1,Brussels,0,4.3.2020
24358391,1,Brussels,0,16.03.2025
24360068,1,Antwerp,1,30.07.2025
24362339,1,Ghent,1,22.10.2025
24356923,0,Brussels,1,26.10.2025
24359714,1,Ghent,0,20.04.2025
24357005,0,Antwerp,0,17.09.2025
24362936,1,Leuven,0,25.06.2025
24360151,1,Brussels,0,10.8.2020
24358880,1,Ghent,1,26.12.2024
24359428,1,Brussels,1,27.12.2025
24360904,0,Brussels,0,12.7.2020
24359395,1,Brussels,0,10.12.2021
24361718,1,Liege,0,31.01.2025
24360535,0,Antwerp,0,3.11.2020
24363137,1,Leuven,0,9.12.2021
24361538,0,Brussels,0,25.05.2025
24356863,1,Ghent,0,30.10.2025
24357289,0,Ghent,0,11.6.2021
24357930,1,Brussels,0,23.02.2025
24362160,0,Brussels,0,12.3.2021
24360350,1,Brussels,0,22.05.2025
24357162,1,Antwerp,1,8.9.2021
24359926,1,Antwerp,0,10.10.2020
24362147,1,Brussels,0,5.11.2020
24356931,0,Brussels,0,22.06.2025
24361574,1,Brussels,1,30.04.2025
24362861,0,Leuven,1,4.10.2020
24360463,0,Ghent,0,25.03.2025
24362313,1,Antwerp,0,10.8.2021
24359209,1,Antwerp,0,24.02.2025
24362758,0,Leuven,0,15.09.2024
24362289,1,Liege,0,2.9.2021
24362283,0,Ghent,1,17.07.2025
24358539,0,Brussels,1,1.11.2020
24362546,0,Liege,0,10.11.2020
24359460,0,Liege,0,25.02.2025
24361118,0,Liege,0,14.12.2024
24360303,0,Antwerp,0,24.09.2025
24360036,0,Brussels,0,4.7.2021
24361972,1,Brussels,0,29.11.2025
24358046,1,Brussels,0,26.06.2025
24361603,0,Ghent,0,17.09.2025
24357867,0,Antwerp,0,17.02.2025
24356912,0,Brussels,1,8.1.2021
24358584,1,Antwerp,0,5.6.2020
24363080,1,Leuven,0,24.02.2025
24356900,0,Ghent,1,13.01.2025
24360023,0,Antwerp,0,22.09.2024
24360381,0,Brussels,0,25.08.2024
24361435,0,Ghent,0,19.02.2024
24357529,0,Liege,1,15.09.2024
24361864,1,Antwerp,0,9.7.2021
24360231,0,Ghent,0,6.5.2020
24362473,1,Brussels,0,11.11.2020
24361566,1,Ghent,1,16.03.2025
24362511,1,Ghent,0,25.01.2025
24360483,1,Brussels,0,21.02.2024
24363140,1,Leuven,0,15.02.2025
24358729,1,Brussels,0,1.2.2020
24361373,1,Brussels,1,5.3.2021
24362441,0,Brussels,0,16.02.2025
24359190,0,Liege,1,13.03.2024
24361786,1,Brussels,1,7.3.2021
24359876,0,Antwerp,0,5.2.2021
24359020,0,Ghent,0,5.4.2021
24359807,1,Ghent,0,2.3.2020
24360852,1,Antwerp,0,18.09.2024
24358986,0,Ghent,1,24.06.2025
24358474,1,Antwerp,0,26.01.2024
24360870,1,Brussels,0,24.01.2025
24361073,0,Ghent,0,28.09.2025
24360172,0,Antwerp,0,6.9.2021
24359102,0,Antwerp,0,18.07.2025
24358074,0,Brussels,0,16.09.2025
24356816,0,Brussels,0,25.04.2024
24362350,1,Liege,1,1.1.2020
24362772,1,Leuven,1,21.10.2024
24357559,0,Brussels,1,22.09.2025
24361793,1,Antwerp,0,24.02.2024
24360240,0,Ghent,0,15.12.2025
24362552,1,Ghent,0,3.5.2021
24359882,0,Antwerp,0,15.05.2024
24356818,1,Liege,0,2.2.2021
24362500,1,Antwerp,0,15.10.2024
24356898,1,Liege,1,23.12.2024
24359906,0,Ghent,1,18.08.2024
24359814,0,Brussels,0,6.2.2021
24358000,0,Ghent,0,27.07.2025
24357326,1,Liege,0,26.02.2024
24360173,0,Ghent,0,18.02.2024
24359458,0,Brussels,0,29.12.2025
24360729,0,Liege,0,18.10.2025
24361437,0,Brussels,1,12.1.2021
24358929,1,Brussels,1,13.10.2025
24358349,1,Ghent,0,13.11.2024
24361207,1,Brussels,0,22.03.2025
24360536,0,Brussels,0,24.06.2025
24361178,1,Ghent,0,18.05.2025
24358567,1,Liege,1,2.6.2020
24359276,0,Antwerp,0,13.02.2025
24357493,1,Antwerp,1,2.12.2021
24361597,0,Ghent,0,16.09.2025
24357637,1,Antwerp,0,25.06.2025
24358091,0,Brussels,0,17.08.2024
24361674,0,Liege,0,27.11.2024
24358504,0,Antwerp,0,5.8.2021
24361174,0,Brussels,0,26.04.2024
24359777,0,Ghent,1,13.12.2025
24358155,1,Ghent,0,9.6.2021
24357201,1,Ghent,0,22.05.2024
24358447,1,Antwerp,0,28.03.2025
24362946,1,Leuven,0,9.9.2021
24358620,1,Ghent,0,12.5.2021
24357151,0,Liege,1,27.08.2025
24358386,1,Brussels,0,17.11.2025
24362649,1,Liege,0,23.04.2024
24358993,1,Antwerp,1,24.09.2024
24358760,1,Antwerp,0,18.10.2025
24358965,1,Ghent,0,23.11.2025
24358998,1,Liege,1,3.4.2021
24362738,1,Leuven,0,24.04.2024
24357666,0,Brussels,0,2.8.2021
24362198,1,Brussels,0,25.05.2024
24358066,0,Brussels,0,21.11.2024
24361535,0,Brussels,0,8.7.2021
24361803,0,Liege,0,26.10.2024
24357773,1,Brussels,1,18.07.2024
24362212,0,Brussels,1,25.12.2024
24357673,0,Ghent,0,1.5.2021
24360035,1,Brussels,0,12.11.2020
24356835,1,Brussels,1,9.4.2020
24358298,0,Brussels,0,16.08.2025
24362557,0,Liege,0,17.09.2024
24358225,1,Antwerp,0,22.04.2025
24358022,0,Ghent,1,14.09.2025
24361941,0,Brussels,0,1.12.2021
24360137,0,Liege,0,16.10.2025
24357191,0,Antwerp,1,11.4.2021
24359140,1,Antwerp,1,12.3.2021
24359745,1,Antwerp,1,1.7.2021
24360505,0,Brussels,1,15.05.2025
24360896,1,Ghent,0,26.09.2025
24361097,0,Brussels,0,8.1.2021
24361501,1,Antwerp,1,8.8.2021
24360641,1,Antwerp,0,28.09.2025
24361480,1,Ghent,0,23.09.2025
24360768,1,Ghent,0,16.11.2024
24358229,1,Brussels,0,25.01.2025
24357038,1,Ghent,0,6.10.2020
24358906,0,Antwerp,1,7.5.2021
24359250,0,Antwerp,0,10.3.2021
24358869,1,Brussels,1,11.6.2021
24357158,0,Brussels,1,24.10.2025
24358302,1,Brussels,0,21.01.2024
24362101,0,Brussels,0,24.08.2025
24357306,1,Antwerp,0,19.09.2025
24358124,1,Brussels,0,24.08.2025
24360090,0,Liege,1,19.03.2025
24360812,0,Brussels,0,16.02.2025
24356950,0,Antwerp,0,13.05.2024
24359995,0,Brussels,0,4.4.2020
24362329,1,Ghent,0,8.2.2020
24359288,0,Brussels,0,1.4.2021
24359230,0,Antwerp,0,1.11.2021
24361564,1,Antwerp,1,13.08.2024
24358024,1,Liege,0,31.01.2025
24360563,0,Brussels,1,22.02.2025
24358871,0,Brussels,0,3.7.2021
24359031,0,Antwerp,0,24.11.2025
24360307,1,Brussels,0,9.12.2020
24359067,1,Liege,0,9.6.2020
24357933,0,Ghent,0,29.08.2025
24362219,1,Ghent,1,14.10.2024
24359790,0,Ghent,0,9.4.2021
24359172,1,Brussels,0,19.07.2025
24362076,1,Brussels,0,14.11.2025
24361989,1,Liege,0,6.4.2020
24357481,0,Brussels,0,13.04.2025
24362629,0,Antwerp,1,4.3.2021
24359729,0,Antwerp,0,16.01.2025
24358976,1,Ghent,0,6.1.2021
24360295,1,Brussels,0,10.3.2020
24360098,1,Liege,0,26.01.2024
24358622,1,Liege,0,19.02.2025
24362948,0,Leuven,0,29.05.2025
24362044,0,Antwerp,0,14.01.2025
24358007,0,Brussels,1,14.11.2025
24362795,1,Leuven,0,10.10.2020
24358506,0,Brussels,0,11.1.2021
24363122,0,Leuven,1,11.8.2021
24358416,1,Ghent,0,3.8.2020
24358376,0,Liege,0,8.4.2020
24361711,0,Ghent,0,14.06.2025
24357454,0,Brussels,0,26.02.2024
24362416,1,Brussels,0,31.01.2025
24360750,0,Brussels,0,22.07.2024
24358830,1,Liege,0,22.03.2025
24359832,0,Antwerp,1,11.8.2021
24359318,1,Ghent,1,14.05.2024
24360153,1,Antwerp,0,5.12.2020
24361039,1,Brussels,0,5.5.2020
24359440,0,Ghent,0,30.01.2024
24358165,1,Antwerp,0,23.04.2025
24359496,0,Antwerp,0,7.8.2021
24357882,0,Liege,0,15.03.2025
24358314,0,Antwerp,0,6.3.2020
24358396,1,Antwerp,0,3.5.2020
24359042,1,Brussels,0,11.4.2021
24361006,0,Ghent,0,25.04.2025
24362707,1,Liege,1,27.11.2024
24362225,0,Antwerp,0,12.7.2021
24363131,1,Leuven,0,7.10.2021
24362337,0,Ghent,0,1.11.2020
24357832,1,Liege,0,31.10.2024
24357385,0,Antwerp,0,23.06.2025
24358695,0,Brussels,0,24.09.2025
24360104,1,Liege,0,2.12.2021
24359566,0,Brussels,0,10.11.2021
24358479,0,Antwerp,0,14.11.2025
24361635,0,Antwerp,0,6.5.2021
24361926,1,Ghent,0,1.10.2021
24362074,0,Brussels,0,18.11.2025
24360356,0,Brussels,0,8.8.2021
24360592,0,Liege,1,6.10.2020
24360796,1,Antwerp,0,22.03.2025
24361970,1,Brussels,0,14.06.2025
24360927,0,Brussels,0,28.07.2025
24357205,0,Brussels,1,19.12.2024
24361693,1,Antwerp,1,18.02.2025
24361890,0,Liege,1,1.5.2020
24361784,0,Liege,1,21.08.2025
24358590,1,Liege,1,9.1.2020
24358090,0,Antwerp,1,2.12.2021
24356888,1,Ghent,0,14.11.2025
24360145,1,Antwerp,0,1.8.2021
24361210,0,Brussels,0,8.11.2020
24356930,1,Brussels,1,24.12.2024
24360975,1,Liege,0,22.11.2024
24359343,1,Brussels,0,7.10.2020
24362260,0,Brussels,1,30.01.2025
24362334,1,Liege,0,19.11.2024
24359987,0,Brussels,0,27.03.2025
24356922,0,Ghent,0,17.07.2025
24356976,1,Brussels,1,7.2.2020
24358493,1,Brussels,1,18.08.2025
24362179,1,Liege,0,9.1.2020
24360529,0,Ghent,0,13.07.2025
24358991,0,Brussels,1,29.06.2025
24360415,1,Brussels,0,18.01.2025
24358606,1,Liege,1,3.12.2020
24361540,0,Liege,0,15.03.2024
24361182,0,Liege,0,5.6.2021
24358424,0,Brussels,0,10.7.2020
24358488,1,Liege,0,15.05.2025
24363095,0,Leuven,0,30.03.2025
24357488,0,Brussels,0,10.8.2021
24362402,0,Antwerp,0,14.05.2025
24359681,0,Antwerp,1,9.9.2021
24359724,1,Brussels,1,19.07.2025
24359817,1,Ghent,1,28.08.2024
24357288,1,Antwerp,0,17.04.2025
24360639,1,Antwerp,0,28.03.2024
24360155,0,Brussels,1,28.10.2025
24360011,1,Antwerp,0,15.03.2025
24361439,1,Ghent,0,4.6.2020
24357878,1,Liege,1,6.2.2021
24360097,1,Ghent,1,6.9.2020
24361344,0,Ghent,0,14.07.2024
24361323,0,Antwerp,0,27.01.2025
24360840,1,Antwerp,0,27.06.2024
24357197,0,Antwerp,0,26.01.2025
24359309,1,Ghent,0,21.06.2025
24358675,0,Ghent,0,26.03.2024
24361934,0,Liege,0,15.09.2025
24362233,0,Ghent,0,26.04.2025
24357769,0,Brussels,0,23.12.2025
24362513,0,Brussels,0,15.09.2024
24362670,1,Antwerp,0,10.6.2021
24357594,1,Brussels,1,9.9.2021
24356838,1,Antwerp,1,18.10.2025
24359303,0,Ghent,0,13.12.2025
24361181,0,Antwerp,0,18.07.2024
24361988,0,Liege,0,4.2.2020
24359933,0,Antwerp,0,11.11.2021
24361404,0,Brussels,0,25.10.2025
24361192,1,Liege,0,8.10.2021
24360799,0,Ghent,0,25.11.2025
24359326,1,Ghent,0,12.9.2020
24359206,1,Brussels,0,21.07.2025
24361487,0,Antwerp,0,2.11.2021
24357675,1,Brussels,1,11.11.2021
24359613,1,Brussels,0,10.3.2021
24358968,1,Brussels,0,6.9.2021
24358083,1,Brussels,1,28.10.2024
24360115,1,Liege,0,23.05.2024
24362693,0,Liege,0,29.06.2024
24358263,0,Brussels,0,22.10.2024
24359659,1,Antwerp,0,4.10.2020
24362307,1,Antwerp,0,22.04.2025
24358338,0,Liege,0,25.09.2025
24357777,1,Ghent,0,7.2.2021
24360264,1,Brussels,1,8.7.2021
24360184,1,Brussels,0,27.04.2025
24360091,1,Ghent,0,4.2.2021
24359052,0,Ghent,0,6.9.2021
24356910,0,Brussels,1,17.03.2025
24361244,0,Brussels,0,31.10.2025
24357803,0,Brussels,1,31.01.2024
24357834,0,Brussels,1,21.08.2025
24362272,1,Antwerp,0,25.05.2025
24360022,1,Brussels,0,6.6.2021
24359815,0,Ghent,1,24.07.2024
24358472,0,Brussels,0,21.02.2025
24360305,1,Brussels,0,27.04.2025
24361619,1,Brussels,1,14.10.2025
24358468,0,Brussels,0,6.10.2021
24357762,0,Brussels,0,29.01.2025
24357214,1,Antwerp,0,4.2.2021
24357125,1,Brussels,0,3.7.2021
24359248,1,Brussels,0,18.04.2024
24361954,1,Antwerp,0,12.10.2021
24362465,1,Liege,0,23.02.2025
24357381,1,Brussels,0,24.02.2024
24362062,0,Antwerp,0,20.02.2025
24358890,0,Brussels,1,17.06.2025
24360860,1,Brussels,0,25.05.2025
24358185,0,Brussels,0,4.2.2020
24357881,0,Ghent,0,25.10.2024
24358051,0,Antwerp,0,29.07.2024
24360021,0,Liege,1,5.11.2020
24361917,1,Brussels,0,4.8.2021
24358710,1,Antwerp,1,14.07.2025
24357359,0,Antwerp,0,18.03.2025
24361233,1,Antwerp,0,9.4.2021
24362493,1,Antwerp,0,14.11.2024
24361144,1,Ghent,0,5.10.2021
24362388,1,Antwerp,0,19.01.2025
24360466,0,Ghent,0,1.9.2020
24359848,1,Brussels,0,15.02.2025
24357814,1,Brussels,1,23.12.2025
24359231,0,Antwerp,0,14.07.2024
24360787,1,Brussels,1,6.7.2021
24359896,0,Liege,1,31.03.2024
24361859,1,Liege,0,5.8.2020
24360154,0,Antwerp,0,22.09.2024
24360602,1,Ghent,1,3.3.2021
24358546,0,Brussels,0,12.5.2021
24361944,0,Liege,0,10.4.2021
24360451,1,Liege,0,30.06.2024
24362135,1,Liege,1,3.2.2021
24359134,0,Antwerp,0,5.12.2020
24357690,0,Ghent,0,2.11.2021
24361979,0,Ghent,1,27.07.2024
24360235,1,Brussels,0,15.12.2025
24363134,0,Leuven,0,5.3.2021
24360101,0,Ghent,0,17.07.2025
24360136,1,Brussels,0,27.09.2025
24360506,1,Ghent,0,20.01.2024
24362437,1,Antwerp,0,20.10.2025
24357269,1,Ghent,0,5.12.2021
24362293,1,Brussels,0,18.09.2025
24362261,0,Brussels,1,10.4.2021
24359311,0,Brussels,0,2.8.2021
24360541,1,Brussels,1,6.5.2021
24360716,1,Brussels,1,4.7.2021
24361134,1,Ghent,1,6.10.2021
24357948,0,Ghent,0,29.06.2025
24362900,0,Leuven,0,29.12.2024
24358012,1,Liege,0,14.09.2025
24357750,1,Brussels,1,14.05.2024
24359228,1,Ghent,0,4.10.2021
24357790,0,Liege,0,1.12.2020
24360128,1,Brussels,1,3.1.2021
24360365,1,Brussels,1,6.5.2021
24361922,1,Antwerp,0,2.9.2021
24362150,0,Brussels,0,28.05.2025
24357146,1,Liege,1,17.03.2024
24356938,1,Brussels,1,22.04.2025
24359131,0,Antwerp,1,28.07.2024
24362189,0,Ghent,0,5.9.2020
24361401,1,Liege,0,22.10.2025
24358777,1,Antwerp,0,20.03.2025
24357332,1,Liege,0,18.03.2024
24362393,0,Brussels,0,19.07.2025
24358191,0,Brussels,0,23.07.2024
24362034,1,Antwerp,0,16.11.2025
24361426,1,Brussels,1,27.02.2025
24362432,1,Brussels,0,8.9.2020
24359419,1,Ghent,0,18.11.2025
24358645,0,Ghent,1,4.12.2020
24358953,1,Antwerp,1,20.06.2024
24357904,0,Brussels,1,5.5.2020
24359875,1,Ghent,0,24.08.2025
24358525,1,Ghent,0,28.12.2024
24362724,1,Leuven,0,7.8.2020
24357337,1,Brussels,0,9.4.2020
24362880,0,Leuven,0,19.07.2024
24360010,0,Antwerp,0,13.06.2024
24359292,1,Brussels,0,30.10.2024
24359929,1,Liege,1,8.10.2020
24358378,0,Brussels,0,22.05.2025
24358101,0,Antwerp,0,26.04.2025
24362941,0,Leuven,0,12.8.2021
24362375,0,Brussels,0,22.11.2025
24362974,1,Leuven,0,12.7.2021
24362727,1,Leuven,0,16.05.2024
24362459,0,Antwerp,0,8.8.2021
24361675,0,Brussels,1,26.02.2025
24362407,0,Antwerp,0,1.10.2020
24360601,0,Ghent,0,15.03.2025
24361327,0,Brussels,1,23.06.2025
24362360,0,Ghent,0,29.06.2024
24356936,0,Liege,0,29.09.2024
24360661,0,Ghent,1,27.05.2025
24362000,1,Antwerp,0,19.12.2024
24360317,0,Liege,1,24.07.2024
24357262,0,Antwerp,0,15.10.2025
24357679,0,Liege,0,1.6.2021
24356962,0,Ghent,0,20.02.2025
24359801,1,Antwerp,1,29.10.2025
24357647,0,Antwerp,1,27.04.2025
24361798,0,Ghent,0,19.11.2024
24362091,1,Liege,1,1.8.2021
24358020,0,Brussels,1,27.01.2025
24358882,0,Ghent,0,1.8.2020
24359039,1,Brussels,0,6.2.2021
24363078,1,Leuven,0,12.12.2021
24357259,0,Brussels,1,27.09.2025
24359501,1,Antwerp,0,27.10.2025
24362980,0,Leuven,0,14.01.2025
24357858,0,Ghent,0,26.09.2025
24358115,0,Brussels,0,9.12.2021
24359358,0,Ghent,0,4.9.2021
24358678,1,Liege,1,24.04.2024
24359435,0,Brussels,1,9.5.2021
24357967,0,Liege,0,5.8.2020
24357145,0,Brussels,0,5.10.2021
24359320,0,Antwerp,0,4.11.2020
24360168,0,Ghent,0,10.3.2020
24358355,0,Ghent,1,23.11.2025
24357115,1,Antwerp,1,25.10.2025
24358224,0,Antwerp,0,21.05.2024
24357432,1,Ghent,0,30.01.2025
24360366,0,Brussels,0,10.6.2021
24359392,0,Ghent,1,28.03.2024
24359310,0,Antwerp,0,4.4.2020
24358672,0,Liege,0,10.6.2021
24360294,0,Antwerp,0,20.07.2024
24359258,0,Brussels,0,31.10.2024
24357603,1,Brussels,1,8.10.2020
24361816,1,Antwerp,0,13.01.2025
24360408,0,Brussels,0,4.7.2021
24362136,0,Ghent,1,1.2.2020
24362905,0,Leuven,0,27.07.2024
24360883,0,Antwerp,0,11.6.2020
24358326,0,Brussels,1,8.12.2021
24359884,0,Antwerp,0,24.04.2024
24358642,0,Brussels,0,2.6.2021
24359854,1,Brussels,1,12.1.2021
24357308,0,Brussels,0,31.08.2025
24360009,1,Ghent,0,12.9.2020
24363019,1,Leuven,0,3.12.2021
24360923,1,Ghent,0,9.11.2020
24360459,0,Liege,0,4.7.2020
24360814,0,Liege,0,5.6.2020
24362232,1,Liege,0,7.7.2021
24359146,0,Liege,1,3.7.2020
24359086,1,Ghent,0,8.5.2020
24358010,0,Brussels,0,2.7.2021
24357838,0,Antwerp,0,28.12.2024
24360969,1,Brussels,0,26.11.2025
24359182,1,Liege,1,23.03.2025
24361036,0,Brussels,1,28.08.2025
24359153,0,Brussels,0,27.04.2025
24360278,1,Liege,0,17.09.2024
24359532,1,Antwerp,0,8.11.2020
24357168,0,Liege,0,22.12.2025
24359377,1,Liege,0,29.10.2025
24359268,0,Antwerp,0,29.08.2024
24358635,0,Ghent,0,1.12.2021
24360497,1,Brussels,0,29.05.2025
